base_id,image_count,original_image_count,augmented_image_count,class_ids,group_id,split_group_id,assigned_split,supplied_splits,paths
esp_011289_1950_red-0030,1,1,0,0,5c6db2f4dde571de,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0030.jpg""]"
esp_011289_1950_red-0033,1,1,0,0,a047780cf4ed9213,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0033.jpg""]"
esp_011289_1950_red-0039,1,1,0,0,d602a56982d0f1b1,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0039.jpg""]"
esp_011289_1950_red-0040,1,1,0,0,fc3ea338230a545f,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0040.jpg""]"
esp_011289_1950_red-0043,1,1,0,0,473bb1db99c43597,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0043.jpg""]"
esp_011289_1950_red-0044,1,1,0,3,43917e281a7ca70d,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0044.jpg""]"
esp_011289_1950_red-0050,1,1,0,0,8ceaed4aa00be7bd,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0050.jpg""]"
esp_011289_1950_red-0056,1,1,0,0,aecfb39740abfa05,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0056.jpg""]"
esp_011289_1950_red-0058,1,1,0,0,60b36d725d5a482a,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0058.jpg""]"
esp_011289_1950_red-0063,1,1,0,0,6727227fe5cb1ec8,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0063.jpg""]"
esp_011289_1950_red-0066,1,1,0,3,8b169b44b5abb3cb,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0066.jpg""]"
esp_011289_1950_red-0067,1,1,0,0,6a95d5866e6b83f5,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0067.jpg""]"
esp_011289_1950_red-0069,1,1,0,0,3d776d603daa06c0,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0069.jpg""]"
esp_011289_1950_red-0070,1,1,0,0,7dd7f5e89aeb73a6,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0070.jpg""]"
esp_011289_1950_red-0076,1,1,0,0,d830945b03d3bbbc,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0076.jpg""]"
esp_011289_1950_red-0078,1,1,0,0,65fcefa47d1e98c6,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0078.jpg""]"
esp_011289_1950_red-0079,1,1,0,0,354a0d34ea92de1b,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0079.jpg""]"
esp_011289_1950_red-0081,1,1,0,0,f9d5c2d5f51672d4,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0081.jpg""]"
esp_011289_1950_red-0083,1,1,0,0,b29d34410df1ee99,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0083.jpg""]"
esp_011289_1950_red-0085,1,1,0,0,38484483fe112cbe,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0085.jpg""]"
esp_011289_1950_red-0092,1,1,0,1,5acff1e5efd51114,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0092.jpg""]"
esp_011289_1950_red-0093,1,1,0,0,a9483d7be1963455,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0093.jpg""]"
esp_011289_1950_red-0096,1,1,0,0,79e459dd954c48e4,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0096.jpg""]"
esp_011289_1950_red-0097,1,1,0,0,ddeb6dde11f79d38,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0097.jpg""]"
esp_011289_1950_red-0098,1,1,0,0,70b36cb14633cb37,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0098.jpg""]"
esp_011289_1950_red-0099,1,1,0,0,250a977e772a7897,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0099.jpg""]"
esp_011289_1950_red-0100,1,1,0,0,7def7eb568f43d6e,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0100.jpg""]"
esp_011289_1950_red-0101,1,1,0,0,55a1bca704f33352,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0101.jpg""]"
esp_011289_1950_red-0102,1,1,0,3,c0025de926e6e6e6,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0102.jpg""]"
esp_011289_1950_red-0104,1,1,0,0,31008d37089d6974,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0104.jpg""]"
esp_011289_1950_red-0112,1,1,0,0,94dc3981f2de81f8,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0112.jpg""]"
esp_011289_1950_red-0119,1,1,0,0,23a4e40bccf16c94,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0119.jpg""]"
esp_011289_1950_red-0122,1,1,0,0,48cb69a936873591,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0122.jpg""]"
esp_011289_1950_red-0125,1,1,0,0,6ed0e765517f80c0,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0125.jpg""]"
esp_011289_1950_red-0126,1,1,0,0,8b40a3a658e94357,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0126.jpg""]"
esp_011289_1950_red-0127,1,1,0,0,9c94e799d3f9d13c,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0127.jpg""]"
esp_011289_1950_red-0130,1,1,0,0,33794ef45d4a5651,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0130.jpg""]"
esp_011289_1950_red-0131,1,1,0,3,2f98d501fdf96232,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0131.jpg""]"
esp_011289_1950_red-0135,1,1,0,0,b4b58f88455265d5,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0135.jpg""]"
esp_011289_1950_red-0138,1,1,0,0,aeff435f3889c4bb,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0138.jpg""]"
esp_011289_1950_red-0139,1,1,0,3,a819aeacd9c0de7f,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0139.jpg""]"
esp_011289_1950_red-0140,1,1,0,0,c151614fdd63d485,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0140.jpg""]"
esp_011289_1950_red-0141,1,1,0,0,26d072d45f18bd1b,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0141.jpg""]"
esp_011289_1950_red-0144,1,1,0,0,bb57a811f4bb9ed2,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0144.jpg""]"
esp_011289_1950_red-0146,1,1,0,1,be1950f978ecfd66,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0146.jpg""]"
esp_011289_1950_red-0147,1,1,0,0,96ffe29c97d05de5,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0147.jpg""]"
esp_011289_1950_red-0150,1,1,0,0,5292012bb3980a8c,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0150.jpg""]"
esp_011289_1950_red-0152,1,1,0,0,3491a6ec59c2af5c,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0152.jpg""]"
esp_011289_1950_red-0162,1,1,0,0,efa0a1e3fc57fc23,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0162.jpg""]"
esp_011289_1950_red-0166,1,1,0,0,57457a31e5a411a0,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0166.jpg""]"
esp_011289_1950_red-0169,1,1,0,0,3adaa8e3cca46d3a,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0169.jpg""]"
esp_011289_1950_red-0170,1,1,0,3,52b826d2a3acc46e,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0170.jpg""]"
esp_011289_1950_red-0175,1,1,0,0,0e8ef77ea7b684ef,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0175.jpg""]"
esp_011289_1950_red-0176,1,1,0,3,0156f32c1a5200b0,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0176.jpg""]"
esp_011289_1950_red-0182,1,1,0,0,9b496bd89669450b,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0182.jpg""]"
esp_011289_1950_red-0191,1,1,0,0,95e03b6544945c52,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0191.jpg""]"
esp_011289_1950_red-0193,1,1,0,3,cd7440bd63b210a8,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0193.jpg""]"
esp_011289_1950_red-0195,1,1,0,0,37a34cd21d69b6fc,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0195.jpg""]"
esp_011289_1950_red-0198,1,1,0,0,297608b7b479d2e4,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0198.jpg""]"
esp_011289_1950_red-0200,1,1,0,3,0e3aff26df9ad8d4,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0200.jpg""]"
esp_011289_1950_red-0201,1,1,0,1,3fb1bf10f8bbf0a7,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0201.jpg""]"
esp_011289_1950_red-0203,1,1,0,0,f9d178ac56bb94a8,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0203.jpg""]"
esp_011289_1950_red-0206,1,1,0,0,0696bca492406161,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0206.jpg""]"
esp_011289_1950_red-0207,1,1,0,0,8fb28e6d3d3b511e,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0207.jpg""]"
esp_011289_1950_red-0208,1,1,0,1,9c093c3bcfea75d1,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0208.jpg""]"
esp_011289_1950_red-0211,1,1,0,0,5abbf30436471d77,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0211.jpg""]"
esp_011289_1950_red-0212,1,1,0,3,8cbead0079c8b96d,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0212.jpg""]"
esp_011289_1950_red-0219,1,1,0,0,6a16813fe37a5eb9,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0219.jpg""]"
esp_011289_1950_red-0223,1,1,0,0,87e5829531a232cb,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0223.jpg""]"
esp_011289_1950_red-0228,1,1,0,3,c81b7950cc84f716,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0228.jpg""]"
esp_011289_1950_red-0230,1,1,0,3,b3dc048191734a48,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0230.jpg""]"
esp_011289_1950_red-0233,1,1,0,1,0763caf5ef2a4b8e,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0233.jpg""]"
esp_011289_1950_red-0235,1,1,0,3,f505fafe2d987276,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0235.jpg""]"
esp_011289_1950_red-0237,1,1,0,3,b1a24f23f19a5756,99c2c4faf44c06e8,train,test,"[""map-proj-v3_2/ESP_011289_1950_RED-0237.jpg""]"
esp_011341_0980_red-0004,7,1,6,7,378bf2d8fc458938,dfcfaa177f950c1d,train,val,"[""map-proj-v3_2/ESP_011341_0980_RED-0004-brt.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0004-fh.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0004-fv.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0004-r180.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0004-r270.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0004-r90.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0004.jpg""]"
esp_011341_0980_red-0005,7,1,6,7,e476102d559f8ddf,dfcfaa177f950c1d,train,val,"[""map-proj-v3_2/ESP_011341_0980_RED-0005-brt.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0005-fh.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0005-fv.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0005-r180.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0005-r270.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0005-r90.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0005.jpg""]"
esp_011341_0980_red-0010,7,1,6,7,34b3f5bdf7c7b862,dfcfaa177f950c1d,train,val,"[""map-proj-v3_2/ESP_011341_0980_RED-0010-brt.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0010-fh.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0010-fv.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0010-r180.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0010-r270.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0010-r90.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0010.jpg""]"
esp_011341_0980_red-0058,7,1,6,7,aac8ab4ecb90d3e9,dfcfaa177f950c1d,train,val,"[""map-proj-v3_2/ESP_011341_0980_RED-0058-brt.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0058-fh.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0058-fv.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0058-r180.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0058-r270.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0058-r90.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0058.jpg""]"
esp_011341_0980_red-0062,7,1,6,7,23c947c1dc14a052,dfcfaa177f950c1d,train,val,"[""map-proj-v3_2/ESP_011341_0980_RED-0062-brt.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0062-fh.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0062-fv.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0062-r180.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0062-r270.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0062-r90.jpg"", ""map-proj-v3_2/ESP_011341_0980_RED-0062.jpg""]"
esp_011348_0950_red-0005,7,1,6,7,c4530702acb7bea1,6f4990db59226a1f,train,train,"[""map-proj-v3_2/ESP_011348_0950_RED-0005-brt.jpg"", ""map-proj-v3_2/ESP_011348_0950_RED-0005-fh.jpg"", ""map-proj-v3_2/ESP_011348_0950_RED-0005-fv.jpg"", ""map-proj-v3_2/ESP_011348_0950_RED-0005-r180.jpg"", ""map-proj-v3_2/ESP_011348_0950_RED-0005-r270.jpg"", ""map-proj-v3_2/ESP_011348_0950_RED-0005-r90.jpg"", ""map-proj-v3_2/ESP_011348_0950_RED-0005.jpg""]"
esp_011386_2065_red-0007,7,1,6,0,21c829c378cd9f5a,6bf4b77f24a762fb,train,train,"[""map-proj-v3_2/ESP_011386_2065_RED-0007-brt.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0007-fh.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0007-fv.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0007-r180.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0007-r270.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0007-r90.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0007.jpg""]"
esp_011386_2065_red-0010,7,1,6,0,7297d693ba02c9f1,6bf4b77f24a762fb,train,train,"[""map-proj-v3_2/ESP_011386_2065_RED-0010-brt.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0010-fh.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0010-fv.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0010-r180.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0010-r270.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0010-r90.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0010.jpg""]"
esp_011386_2065_red-0021,7,1,6,0,3fe74618c72f718e,6bf4b77f24a762fb,train,train,"[""map-proj-v3_2/ESP_011386_2065_RED-0021-brt.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0021-fh.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0021-fv.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0021-r180.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0021-r270.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0021-r90.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0021.jpg""]"
esp_011386_2065_red-0024,7,1,6,0,0daf78b7b6f6d041,6bf4b77f24a762fb,train,train,"[""map-proj-v3_2/ESP_011386_2065_RED-0024-brt.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0024-fh.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0024-fv.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0024-r180.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0024-r270.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0024-r90.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0024.jpg""]"
esp_011386_2065_red-0025,7,1,6,0,5bd6b4a8dde22f37,6bf4b77f24a762fb,train,train,"[""map-proj-v3_2/ESP_011386_2065_RED-0025-brt.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0025-fh.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0025-fv.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0025-r180.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0025-r270.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0025-r90.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0025.jpg""]"
esp_011386_2065_red-0026,7,1,6,0,180f3225f4e33fdd,6bf4b77f24a762fb,train,train,"[""map-proj-v3_2/ESP_011386_2065_RED-0026-brt.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0026-fh.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0026-fv.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0026-r180.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0026-r270.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0026-r90.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0026.jpg""]"
esp_011386_2065_red-0027,7,1,6,0,45f3c0618464e52d,6bf4b77f24a762fb,train,train,"[""map-proj-v3_2/ESP_011386_2065_RED-0027-brt.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0027-fh.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0027-fv.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0027-r180.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0027-r270.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0027-r90.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0027.jpg""]"
esp_011386_2065_red-0040,7,1,6,0,dcec21abf876f84f,6bf4b77f24a762fb,train,train,"[""map-proj-v3_2/ESP_011386_2065_RED-0040-brt.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0040-fh.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0040-fv.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0040-r180.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0040-r270.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0040-r90.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0040.jpg""]"
esp_011386_2065_red-0043,7,1,6,0,30b4d1dba0dd6d10,6bf4b77f24a762fb,train,train,"[""map-proj-v3_2/ESP_011386_2065_RED-0043-brt.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0043-fh.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0043-fv.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0043-r180.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0043-r270.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0043-r90.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0043.jpg""]"
esp_011386_2065_red-0045,7,1,6,0,300d864812bd686f,6bf4b77f24a762fb,train,train,"[""map-proj-v3_2/ESP_011386_2065_RED-0045-brt.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0045-fh.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0045-fv.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0045-r180.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0045-r270.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0045-r90.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0045.jpg""]"
esp_011386_2065_red-0047,7,1,6,0,aaf4feaf03e5e217,6bf4b77f24a762fb,train,train,"[""map-proj-v3_2/ESP_011386_2065_RED-0047-brt.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0047-fh.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0047-fv.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0047-r180.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0047-r270.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0047-r90.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0047.jpg""]"
esp_011386_2065_red-0057,7,1,6,0,fa08be0db65b54f8,6bf4b77f24a762fb,train,train,"[""map-proj-v3_2/ESP_011386_2065_RED-0057-brt.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0057-fh.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0057-fv.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0057-r180.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0057-r270.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0057-r90.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0057.jpg""]"
esp_011386_2065_red-0062,7,1,6,1,8846e2b7f0f98359,6bf4b77f24a762fb,train,train,"[""map-proj-v3_2/ESP_011386_2065_RED-0062-brt.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0062-fh.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0062-fv.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0062-r180.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0062-r270.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0062-r90.jpg"", ""map-proj-v3_2/ESP_011386_2065_RED-0062.jpg""]"
