path,status,error,format,width,height,mode,channels,frames,label,class_name,original_split,base_id,augmentations,sha256,pixel_sha256,phash,mean,std,group_id,flags,class_id,source_id,supplied_splits,supplied_row_count,supplied_split_row_counts,assigned_split,split_group_id,is_original,origin,is_anomaly,image_path,role,family,severity,case_id
map-proj-v3_2/ESP_012700_2025_RED-0017.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,slope streak,train,esp_012700_2025_red-0017,[],52aa476d6160defa7b60ed220defb8c4c18a094f46d2e79b87f4c68200d7f9d7,197cf2a71f6842504cc42df86d08a8a13e689b45cb35d9806a0fb5c5aadfb6e8,a8a4cabb72ccdc91,90.1909604300491,17.9549489749974,29a2864a2b748900,[],3.0,esp_012700_2025,['train'],1.0,Counter({'train': 1}),val,43c5a364fd2e03af,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_012700_2025_RED-0017.jpg,calibration_a,clean,0.0,esp_012700_2025_red-0017_clean
map-proj-v3_2/ESP_016631_2535_RED-0103.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,bright dune,train,esp_016631_2535_red-0103,[],130225e207c13a7886b60f5f89be5ac7532a08273c29913a57c1be98d8f96f1b,b87355cabfc76216e2d26c515e5e8f9c77830d978c1f0b3e854fd8919120e9b4,eca293b9ccc63351,140.2702749907819,19.90020751742584,79a9d51e9250338e,[],4.0,esp_016631_2535,['train'],1.0,Counter({'train': 1}),val,501845ae468bdee7,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_016631_2535_RED-0103.jpg,calibration_a,clean,0.0,esp_016631_2535_red-0103_clean
map-proj-v3_2/ESP_046549_1790_RED-0052.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,impact ejecta,train,esp_046549_1790_red-0052,[],c25f60dfb7e389b1eb00cd58a0bebecbebc61a33e92edb8d2385593a95bbb74d,06eada0931c59f02b5e549aa490bc56ed79a1360d874d5886737858eee43637a,a36c9a336136966d,133.4811465388422,21.563427989312903,92a28e8c24a6fd8d,[],5.0,esp_046549_1790,['train'],2.0,Counter({'train': 2}),val,1a05a783ca59cf66,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_046549_1790_RED-0052.jpg,calibration_a,clean,0.0,esp_046549_1790_red-0052_clean
map-proj-v3_2/ESP_011623_2100_RED-0356.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,other,train,esp_011623_2100_red-0356,[],56acf5dd88d7a467c1494456226886d02512ecf460ffa88141060ebb76467791,c8c04d02181e9c062145ec8c6c07450fc00d6d163be65d6443d820947010a395,aa96d612399caa1f,99.57272603776514,18.41870908935005,ccd4da24eae3ecbe,[],0.0,esp_011623_2100,['train'],1.0,Counter({'train': 1}),val,eb8c04e9d753e391,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_011623_2100_RED-0356.jpg,calibration_a,clean,0.0,esp_011623_2100_red-0356_clean
map-proj-v3_2/ESP_026472_1410_RED-0306.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,crater,train,esp_026472_1410_red-0306,[],eb8a69184faa21afc034727ad5873418a117dfdb38b32001cef009f538277407,91e6286e202c7c7d6ce92c29c21fcf990903754ad803f6cabe45825874ca64c5,db29263c310ff067,77.28502396708649,55.58436984502594,550e00dc2ba78c57,[],1.0,esp_026472_1410,['train'],1.0,Counter({'train': 1}),val,59d2c6861deea26d,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_026472_1410_RED-0306.jpg,calibration_a,clean,0.0,esp_026472_1410_red-0306_clean
map-proj-v3_2/ESP_033955_2065_RED-0046.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,dark dune,train,esp_033955_2065_red-0046,[],97bd6044dfe4a6ba4daa8091ade713eef98d7168ff2d1187f9b9a097196e1b45,fdec44d67a272c19172dd2dde8760ead13e90089d29b17a9e209cf119d2d46db,b2664cd982e6cfc1,50.85495546197287,13.680006530927932,a75aca2bccb77624,[],2.0,esp_033955_2065,['train'],1.0,Counter({'train': 1}),val,ff393e6c547ee767,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_033955_2065_RED-0046.jpg,calibration_a,clean,0.0,esp_033955_2065_red-0046_clean
map-proj-v3_2/ESP_012700_2025_RED-0079.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,slope streak,train,esp_012700_2025_red-0079,[],2fd11e357f4a22ea4284ade5eb2d32e77ec1f1ef3ca515052adfe9e343c69174,335a6bb0d16927045f4b552fa77b19729d260bc76f6048be50d756a728b5092e,e9263396dbc1296c,105.3024898600788,28.80661375032923,678ca517d0d276de,[],3.0,esp_012700_2025,['train'],1.0,Counter({'train': 1}),val,43c5a364fd2e03af,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_012700_2025_RED-0079.jpg,calibration_a,clean,0.0,esp_012700_2025_red-0079_clean
map-proj-v3_2/ESP_016631_2535_RED-0167.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,bright dune,train,esp_016631_2535_red-0167,[],133c3ed602ca0bc98fc0245f832bc8069b18a6a65312cbbff40f9e74c2af9fe9,b3b8a1acd3d233e2769f5fb4b23f13abf859258197ed69b09e7911ed127cb4fa,821ffca8ae227533,121.06887383803296,62.07989169791895,2d549e099a6c3e94,[],4.0,esp_016631_2535,['train'],1.0,Counter({'train': 1}),val,501845ae468bdee7,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_016631_2535_RED-0167.jpg,calibration_a,clean,0.0,esp_016631_2535_red-0167_clean
map-proj-v3_2/ESP_046549_1790_RED-0002.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,impact ejecta,train,esp_046549_1790_red-0002,[],33d7c26a7ffaef886f3e00bf3824d59ae3e91ef78661a9e465192932234fda78,960e8907e257053be0927e79d0ecee6efd6e3ddaa19de3a9d433e406a1849ca1,b782599867a36e94,111.62201866909896,35.34909725601698,7c569eddccc100ce,[],5.0,esp_046549_1790,['train'],2.0,Counter({'train': 2}),val,1a05a783ca59cf66,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_046549_1790_RED-0002.jpg,calibration_a,clean,0.0,esp_046549_1790_red-0002_clean
map-proj-v3_2/PSP_008462_1440_RED-0039.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,other,val,psp_008462_1440_red-0039,[],761143ed4e5a6b755d6ceb054cced6a00da0d0ac60c40398fcf3e7cbd2f0ea58,ccbbe0be0d49bb7d02dc52e779f34bc7b8ded0f5db88945ede5c92ccf5fa48f9,f3932c99d3664499,74.99402278328708,17.8186215260686,a1cad7a90201ffb9,[],0.0,psp_008462_1440,['val'],1.0,Counter({'val': 1}),val,59d2c6861deea26d,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\PSP_008462_1440_RED-0039.jpg,calibration_a,clean,0.0,psp_008462_1440_red-0039_clean
map-proj-v3_2/ESP_026472_1410_RED-0243.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,crater,train,esp_026472_1410_red-0243,[],47259d9221c7a8095878a180dc797a026f8e32be9cce06ba895addb07984c4a6,a701bb13e584bde0aef14e19d63dd19200a02123d055e5379b414c90dc9223e0,d6aa152a462f5f98,89.32884395194938,20.405035615101824,d4586bcb98cfb46a,[],1.0,esp_026472_1410,['train'],1.0,Counter({'train': 1}),val,59d2c6861deea26d,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_026472_1410_RED-0243.jpg,calibration_a,clean,0.0,esp_026472_1410_red-0243_clean
map-proj-v3_2/ESP_033955_2065_RED-0024.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,dark dune,train,esp_033955_2065_red-0024,[],3f8fb911df15e2f638d5d1e38a21125047875767b723679f6bbb899cf4416c16,53c69a532052ceb7a5d7d3953a66ca49ed91fb139c600f5f9bff043ef3790021,c17c3e64e1ca9a96,51.20378815812455,32.59124771639787,6b0f19f17a1951e2,[],2.0,esp_033955_2065,['train'],1.0,Counter({'train': 1}),val,ff393e6c547ee767,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_033955_2065_RED-0024.jpg,calibration_a,clean,0.0,esp_033955_2065_red-0024_clean
map-proj-v3_2/ESP_012700_2025_RED-0040.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,slope streak,train,esp_012700_2025_red-0040,[],c0893e0892f9134201b5deb35ebc1b30cc076e557e964f1b550041a43e1f46d5,3ee6288770973563657188a131135aa090cdf4740a460f5e7dd14dc551a56dae,80d4dfbd3f84d00e,104.563236235906,42.43061128186977,b3f54ee11dc22a5f,[],3.0,esp_012700_2025,['train'],1.0,Counter({'train': 1}),val,43c5a364fd2e03af,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_012700_2025_RED-0040.jpg,calibration_a,clean,0.0,esp_012700_2025_red-0040_clean
map-proj-v3_2/ESP_016631_2535_RED-0055.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,bright dune,train,esp_016631_2535_red-0055,[],f41025353eeb131afcf5665555aad02e152703df940f538c1919ada3daea80d1,c0a6314eb4349532844aeab0de20d9a9174f12c0d6e15cb3b443c2f9bb9bfa9e,ace3931c45fc13d8,141.48252440373383,17.03528758142139,79335fce86a3960c,[],4.0,esp_016631_2535,['train'],1.0,Counter({'train': 1}),val,501845ae468bdee7,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_016631_2535_RED-0055.jpg,calibration_a,clean,0.0,esp_016631_2535_red-0055_clean
map-proj-v3_2/ESP_046549_1790_RED-0153.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,impact ejecta,train,esp_046549_1790_red-0153,[],b3c0a69e4cfe48e717cd3434da6567f7b627019c133672d1d510bba1ad94b0e7,bb0151ed290d800942ccb286dd06d79375f1e92c551c1b4a84d19023815156d8,80f08fd97139b366,85.50070833899358,34.63399035819929,a7e6f24afd3fff41,[],5.0,esp_046549_1790,['train'],2.0,Counter({'train': 2}),val,1a05a783ca59cf66,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_046549_1790_RED-0153.jpg,calibration_a,clean,0.0,esp_046549_1790_red-0153_clean
map-proj-v3_2/ESP_028329_1350_RED-0320.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,other,train,esp_028329_1350_red-0320,[],43019c177b4de2a48a66862a50f39df141750f25e1061a0e27b84c8870123bac,2dbd7d8445c165310fd7d513f7703ee65d4efa201870e769cd35d2b8eaa61f10,d61c4b7821f52bc5,149.6948708494246,14.435852101332516,1ae7837f8cd1973b,[],0.0,esp_028329_1350,['train'],1.0,Counter({'train': 1}),val,0a78d2ee17f9e0b7,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_028329_1350_RED-0320.jpg,calibration_a,clean,0.0,esp_028329_1350_red-0320_clean
map-proj-v3_2/ESP_011623_2100_RED-0015.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,crater,train,esp_011623_2100_red-0015,[],80702887c31cdd22843b67918c018681436e25218fb5b84bdb5475f54111a74f,d0a861896b5a88a8aa35f6fe703eced52d61107b2739d2cde65b1264b0f0f3b8,a80ea3d9ce6719cc,99.70146907566613,18.45125285065055,3de698e5fc16a0ee,[],1.0,esp_011623_2100,['train'],1.0,Counter({'train': 1}),val,eb8c04e9d753e391,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_011623_2100_RED-0015.jpg,calibration_a,clean,0.0,esp_011623_2100_red-0015_clean
map-proj-v3_2/ESP_033955_2065_RED-0048.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,dark dune,train,esp_033955_2065_red-0048,[],c902f16ed83d1c39b80ac9f7204bbb0d3080a236b63e0dbb8730296c95d4d808,8f65a576e449e149c3e9b6b722a6619882460015fd904d89f9bbb31586637eb6,dbb146d4d992d189,49.11781715150692,21.115461465038987,7c5bd67cd658b091,[],2.0,esp_033955_2065,['train'],1.0,Counter({'train': 1}),val,ff393e6c547ee767,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_033955_2065_RED-0048.jpg,calibration_a,clean,0.0,esp_033955_2065_red-0048_clean
map-proj-v3_2/ESP_012700_2025_RED-0012.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,slope streak,train,esp_012700_2025_red-0012,[],64286241d5586e39cd869a680ddba815cbfc53ec5dd53733ad33ff824bcc0f3f,8001769d26b798f402a326768648e8caa8616e391ffdd051c0e0786047933475,97e02ecbaba5cc84,59.42671117234955,23.64800525601865,13f0549cc3cbcafc,[],3.0,esp_012700_2025,['train'],1.0,Counter({'train': 1}),val,43c5a364fd2e03af,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_012700_2025_RED-0012.jpg,calibration_a,clean,0.0,esp_012700_2025_red-0012_clean
map-proj-v3_2/ESP_016683_2535_RED-0067.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,bright dune,train,esp_016683_2535_red-0067,[],1edfed2d7fb5c94a51c350c982fb43cdba7ce635938bed1fc9674475ab19bf03,6ad3300e0bcaee015ec358eb31fd39b3c901a831460bf0c4ecee384efb33e5bb,87e0b6c9993665cc,143.50495837295503,73.99244640030204,045e289fcdeafd69,[],4.0,esp_016683_2535,['train'],1.0,Counter({'train': 1}),val,501845ae468bdee7,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_016683_2535_RED-0067.jpg,calibration_a,clean,0.0,esp_016683_2535_red-0067_clean
map-proj-v3_2/ESP_046549_1790_RED-0141.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,impact ejecta,train,esp_046549_1790_red-0141,[],86566ae816c58e9e21e1072b70519c728371cee207db8c1c8c6965afd631866c,af8c5ff780bc87d4aa2922b5a1aaa95aaf58ec1e3b06a6eefd770a76d1f2d853,e40492db616ebc73,111.72396126453066,27.730228021074268,b2a58d8f13416b22,[],5.0,esp_046549_1790,['train'],2.0,Counter({'train': 2}),val,1a05a783ca59cf66,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_046549_1790_RED-0141.jpg,calibration_a,clean,0.0,esp_046549_1790_red-0141_clean
map-proj-v3_2/PSP_006879_2335_RED-0973.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,other,train,psp_006879_2335_red-0973,[],ad8c03c73d3625a501fe93d85afd9b33e5e98774ec0eec9e9f98250c3c64ed54,81aa57cb66d873b08a7010cfd9250c1b6a6969f35fafe792633aab726316d871,f227ad071333f905,98.74773428554796,12.269506059315704,47b32c9f46bc6d70,[],0.0,psp_006879_2335,['train'],1.0,Counter({'train': 1}),val,59d2c6861deea26d,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\PSP_006879_2335_RED-0973.jpg,calibration_a,clean,0.0,psp_006879_2335_red-0973_clean
map-proj-v3_2/ESP_011623_2100_RED-0309.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,crater,train,esp_011623_2100_red-0309,[],fca1b1f8ce73691d8e74bcbc6521d18cb60a45e9a031e82a3d834bed57eb815d,4967cc795dd25dfa7f00527cd5242f9e83b8f939bae9f8e18c642130a57f4e88,a5f2138a74929b5d,92.1433561683712,17.469327285165743,ffffcb7914c7f8a3,[],1.0,esp_011623_2100,['train'],1.0,Counter({'train': 1}),val,eb8c04e9d753e391,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_011623_2100_RED-0309.jpg,calibration_a,clean,0.0,esp_011623_2100_red-0309_clean
map-proj-v3_2/ESP_033955_2065_RED-0022.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,dark dune,train,esp_033955_2065_red-0022,[],967e2c46628cef2cb5ad8bb5ea06f0d633823a2c3908777988089d9f9b8426d8,f7299e15e72de984b7e2ea7740905f97a4e0fced7de8e8524e67f290a59b9f21,d57a6b841f60479c,35.86805488171709,13.897251967223642,ce2f47fb67d37ca6,[],2.0,esp_033955_2065,['train'],1.0,Counter({'train': 1}),val,ff393e6c547ee767,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_033955_2065_RED-0022.jpg,calibration_a,clean,0.0,esp_033955_2065_red-0022_clean
map-proj-v3_2/ESP_012700_2025_RED-0027.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,slope streak,train,esp_012700_2025_red-0027,[],1e162a26be7088d359fe5fc38fc788aee74f542573944ec9cacabac2230c99a3,2eb00a4f6071efafddab53a073b9a24efc3416fa309eecc0f61a0ea6b57abaeb,e63399cc66338c36,132.3176657804343,23.39578569965837,e3847ac0a5f39519,[],3.0,esp_012700_2025,['train'],1.0,Counter({'train': 1}),val,43c5a364fd2e03af,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_012700_2025_RED-0027.jpg,calibration_a,clean,0.0,esp_012700_2025_red-0027_clean
map-proj-v3_2/ESP_016631_2535_RED-0148.jpg,ok,,JPEG,227.0,227.0,L,1.0,1.0,normal,bright dune,train,esp_016631_2535_red-0148,[],070315fafa8f34f758c9cc12ea2e8a53a4d10f585878f533332001bc91616dd8,e979ca89448f2f26e71b1a348a1ff1d986c2d8eaf73d6bae38b517097cdd4950,af609b90ed02f29d,161.652622794931,14.94803820390681,e8b512dcbda065f0,[],4.0,esp_016631_2535,['train'],1.0,Counter({'train': 1}),val,501845ae468bdee7,True,hirise_clean,0,C:\Users\deves\OneDrive\Desktop\Projects\TCMD-SS\data\raw\hirise_v3_2\map-proj-v3_2\ESP_016631_2535_RED-0148.jpg,calibration_a,clean,0.0,esp_016631_2535_red-0148_clean
